;case;name;longitude;latitude;altitude;input_ts_fn;sim_pars_fn;price_fn;price_col;H2_demand_col;input_HA_ts_fn;price_up_ts;price_dwn_ts
0;India;Indian_site_good_wind;77.50022583;8.334293917;679.803454;India/GWA2/input_ts_Indian_site_good_wind.csv;India/hpp_pars.yml;India/Indian_elec_price_t.csv;Price;India/H2_demand.csv;;;
1;India;Indian_site_good_solar;68.54220353;23.54209921;29.88355741;India/GWA2/input_ts_Indian_site_good_solar.csv;India/hpp_pars.yml;India/Indian_elec_price_t.csv;Price;India/H2_demand.csv;;;
2;India;Indian_site_bad_solar_bad_wind;77.91687803;17.29231621;627.4246426;India/GWA2/input_ts_Indian_site_bad_solar_bad_wind.csv;India/hpp_pars.yml;India/Indian_elec_price_t.csv;Price;India/H2_demand.csv;;;
3;Europe;France_good_solar;4.229736;44.422011;204;Europe/GWA2/input_ts_France_good_solar.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;FR_R;Europe/H2_demand.csv;;;
4;Europe;France_good_wind;-0.864258;48.744116;302;Europe/GWA2/input_ts_France_good_wind.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;FR_R;Europe/H2_demand.csv;;;
5;Europe;France_bad_solar_n_wind;2.167969;47.428087;140;Europe/GWA2/input_ts_France_bad_solar_n_wind.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;FR_R;Europe/H2_demand.csv;;;
6;Europe;Germany_bad_solar_n_wind;10.766602;49.310798;442;Europe/GWA2/input_ts_Germany_bad_solar_n_wind.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DE_ME;Europe/H2_demand.csv;;;
7;Europe;Germany_good_wind;7.873535;53.287111;5;Europe/GWA2/input_ts_Germany_good_wind.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DE_NW;Europe/H2_demand.csv;;;
8;Europe;Denmark_good_solar;11.813965;55.39776;42;Europe/GWA2/input_ts_Denmark_good_solar.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DK_E;Europe/H2_demand.csv;;;
9;Europe;Denmark_good_wind;8.594398;56.227322;85;Europe/GWA2/input_ts_Denmark_good_wind.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DK_W;Europe/H2_demand.csv;;;
10;Europe;Denmark_offshore;7.906111;55.529722;85;Europe/GWA2/input_ts_Denmark_offshore.csv;Europe/hpp_pars_offshore.yml;Europe/2030-EL_PRICE.csv;DK_W;Europe/H2_demand.csv;;;
11;Europe;Denmark_good_wind_BM;8.594398;56.227322;85;Europe/GWA2_BM/input_ts_Denmark_good_wind_DA.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DK_W;Europe/H2_demand.csv;Europe/GWA2_BM/input_ts_Denmark_good_wind_HA.csv;Europe/BM_Prices/Up_reg_price.csv;Europe/BM_Prices/Down_reg_price.csv
12;Europe;Denmark_hybridization_wind_Norhede_Hjortmose;8.3664;56.0954;16.662;Europe/GWA2/input_ts_Denmark_hybridization_wind_Norhede_Hjortmose.csv;Europe/hpp_pars_Hjortmose.yml;Europe/2030-EL_PRICE.csv;DK_W;Europe/H2_demand.csv;;;
13;Europe;Denmark_hybridization_solar_Langelinie;11.290641;54.717469;0.042;Europe/GWA2/input_ts_Denmark_hybridization_solar_Langelinie.csv;Europe/hpp_pars_Langelinie.yml;Europe/2030-EL_PRICE.csv;DK_E;Europe/H2_demand.csv;;;
14;Europe;Aalborg;9.924774;57.057163;19;Europe/GWA2/input_ts_Aalborg_DKW.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DKW;Europe/H2_demand.csv;;;
15;Europe;Aalesund;6.188221;62.47569;5;Europe/GWA2/input_ts_Aalesund_NO5.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;NO5;Europe/H2_demand.csv;;;
16;Europe;Bodo;14.402733;67.279271;21;Europe/GWA2/input_ts_Bodo_NO4.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;NO4;Europe/H2_demand.csv;;;
17;Europe;Brighton;-0.098877;50.823289;44;Europe/GWA2/input_ts_Brighton_UK.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;UK;Europe/H2_demand.csv;;;
18;Europe;Bruges;3.217964;51.272441;4;Europe/GWA2/input_ts_Bruges_BE.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;BE;Europe/H2_demand.csv;;;
19;Europe;Haapsalu;23.545074;58.933713;6;Europe/GWA2/input_ts_Haapsalu_EE.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;EE;Europe/H2_demand.csv;;;
20;Europe;Kalmar;16.352463;56.663774;8;Europe/GWA2/input_ts_Kalmar_SE4.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;SE4;Europe/H2_demand.csv;;;
21;Europe;Karlsruhe;8.404541;49.004547;115;Europe/GWA2/input_ts_Karlsruhe_DE4W.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DE4W;Europe/H2_demand.csv;;;
22;Europe;Kiruna;20.253296;67.858985;46;Europe/GWA2/input_ts_Kiruna_SE1.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;SE1;Europe/H2_demand.csv;;;
23;Europe;Kristiansund;7.746391;63.116811;4;Europe/GWA2/input_ts_Kristiansund_NO3.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;NO3;Europe/H2_demand.csv;;;
24;Europe;Liepaja;21.015816;56.509881;4;Europe/GWA2/input_ts_Liepaja_LV.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;LV;Europe/H2_demand.csv;;;
25;Europe;Linkoping;15.595093;58.42473;49;Europe/GWA2/input_ts_Linkoping_SE3.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;SE3;Europe/H2_demand.csv;;;
26;Europe;Lublin;22.585144;51.246444;173;Europe/GWA2/input_ts_Lublin_PL.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;PL;Europe/H2_demand.csv;;;
27;Europe;Marijampole;23.348694;54.556137;73;Europe/GWA2/input_ts_Marijampole_LT.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;LT;Europe/H2_demand.csv;;;
28;Europe;Munster;7.57576;51.968385;71;Europe/GWA2/input_ts_Munster_DENW.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DENW;Europe/H2_demand.csv;;;
29;Europe;Nuremberg;11.076965;49.452057;302;Europe/GWA2/input_ts_Nuremberg_DE4S.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DE4S;Europe/H2_demand.csv;;;
30;Europe;Ostersund;14.662628;63.174194;359;Europe/GWA2/input_ts_Ostersund_SE2.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;SE2;Europe/H2_demand.csv;;;
31;Europe;Perpignan;2.862282;42.701614;46;Europe/GWA2/input_ts_Perpignan_FRR.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;FRR;Europe/H2_demand.csv;;;
32;Europe;Rostock;12.156372;54.102892;13;Europe/GWA2/input_ts_Rostock_DEME.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DEME;Europe/H2_demand.csv;;;
33;Europe;Stavanger;5.732117;58.971251;35;Europe/GWA2/input_ts_Stavanger_NO2.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;NO2;Europe/H2_demand.csv;;;
34;Europe;Tonsberg;10.415726;59.270442;29;Europe/GWA2/input_ts_Tonsberg_NO1.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;NO1;Europe/H2_demand.csv;;;
35;Europe;Turku;22.266541;60.440963;34;Europe/GWA2/input_ts_Turku_FIN.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;FIN;Europe/H2_demand.csv;;;
36;Europe;Vordingborg;11.907806;55.008339;6;Europe/GWA2/input_ts_Vordingborg_DKE.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;DKE;Europe/H2_demand.csv;;;
37;Europe;Workum;5.446472;52.978829;1;Europe/GWA2/input_ts_Workum_NLR.csv;Europe/hpp_pars.yml;Europe/2030-EL_PRICE.csv;NLR;Europe/H2_demand.csv;;;
